Sample_ID,x,y,Date_BC_AD_Start,Date_BC_AD_Median,Date_BC_AD_Stop,Date_C14,C14_ages,C14_sds,MDS_C1,MDS_C2
R123.SG,4584190.824966508,2070227.4678409793,124,170,217,(UCIAMS-198889:1875±15),1875,15,0.01666,-0.02657
I8339,3750073.361217858,2140423.9925117916,125,173,221,(PSUAMS-8175:1870±15),1870,15,0.00285,0.00682
AMC005,4180447.2915651645,1942643.4546198284,100,175,250,NA,NA,NA,0.02442,0.00254
AMC001,4180447.2915651645,1942643.4546198284,126,178,232,(MAMS-39519:1863±22),1863,22,0.02413,-0.01952
s19_VIII5_2.SG,5374858.85990348,4181498.0868977774,75,188,300,NA,NA,NA,-0.04032,5.2e-4
tem002.SG,7279487.241226857,4361508.35317053,122,190,301,(Ua-56443:1850±28),1850,28,-0.03629,-0.02575
3DT16.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.01786,-0.00404
3DT26.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,0.02495,-0.03145
6DT18.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.01723,-0.00253
6DT21.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.01881,-0.00599
6DT22.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.0154,-0.00123
6DT23.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.01933,-0.00661
6DT3.SG,3596850.779026986,3483461.1141686416,50,200,350,NA,NA,NA,-0.0223,-0.00606
I8202,3750073.361217858,2140423.9925117916,100,200,300,NA,NA,NA,0.00266,0.00688
R125.SG,4584190.824966508,2070227.4678409793,1,200,400,NA,NA,NA,0.01353,-0.01888
R128.SG,4584190.824966508,2070227.4678409793,1,200,400,NA,NA,NA,0.0163,-0.03109
R1543.SG,4513670.007834216,2124260.696814593,1,200,400,NA,NA,NA,0.01601,-0.02399
R1544.SG,4513670.007834216,2124260.696814593,1,200,400,NA,NA,NA,0.01213,-0.02219
R1545.SG,4513670.007834216,2124260.696814593,1,200,400,NA,NA,NA,0.01787,-0.02798
R37.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.00149,0.00549
R38.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.02065,-0.03579
R40.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.01755,-0.0249
R41.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.01973,-0.02734
R43.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.0219,-0.02828
R44.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.022,-0.02448
R45.SG,4509582.104079476,2074530.9824012842,1,200,400,NA,NA,NA,0.0205,-0.02312
R49.SG,4533448.7692212565,2085919.4247884173,1,200,400,NA,NA,NA,0.01231,-0.01849
R51.SG,4533448.7692212565,2085919.4247884173,1,200,400,NA,NA,NA,0.01554,-0.02322
R66.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.02041,-0.02773
R67.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.0104,-0.03681
R68.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.01296,-0.03822
R69.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.01644,-0.02571
R70.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.01928,-0.03032
R71.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.02289,-0.03083
R72.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.02101,-0.02774
R73.SG,4526817.428393074,2084591.7833515953,100,200,300,NA,NA,NA,0.01539,-0.02634
AMC014,4180447.2915651645,1942643.4546198284,126,212,307,(MAMS-39522:1837±26),1837,26,0.02872,-0.00119
tem001.SG,7279487.241226857,4361508.35317053,129,224,322,(Ua-56453:1825±28),1825,28,-0.03681,-0.02437
R50.SG,4533448.7692212565,2085919.4247884173,211,238,318,(UCIAMS-198888:1810±15),1810,15,0.01119,-0.02304
tem003.SG,7279487.241226857,4361508.35317053,131,241,336,(Beta-451576:1810±30),1810,30,-0.03759,-0.0281
R132.SG,4529296.625939456,2090763.3020473754,214,291,338,(UCIAMS-213630:1790±25),1790,25,0.02196,-0.01848
R47.SG,4533448.7692212565,2085919.4247884173,241,297,338,(UCIAMS-198588:1765±15),1765,15,0.01171,-0.01895
R126.SG,4584190.824966508,2070227.4678409793,243,299,348,(UCIAMS-198589:1755±15),1755,15,0.02167,-0.0285
I4055_published,3109795.8521834454,1675062.9700833189,200,300,400,NA,NA,NA,0.00796,-0.00706
I3982,3109795.8521834454,1675062.9700833189,200,300,400,NA,NA,NA,0.00983,-0.00229
FN2.SG,4425979.234763791,2781829.3932376634,275,300,325,NA,NA,NA,0.00255,-8.6e-4
VK521.SG,4462187.784062219,3616807.965533506,200,300,400,NA,NA,NA,-0.02418,8e-5
VK579.SG,4716599.007433428,3729032.0312793804,200,300,400,NA,NA,NA,-0.03014,-0.00562
QED-7.SG,6680091.384815386,1621694.248950261,246,328,404,NA,NA,NA,0.02163,-0.03512
MJ-37.SG,6011290.585572106,3253041.925353296,248,332,405,(Poz-:1730±30),1730,30,-0.00871,-0.00794
QED-2.SG,6680091.384815386,1621694.248950261,250,349,416,NA,NA,NA,0.02166,-0.03312
I6490,3580646.2471745117,2062510.6268504853,200,350,500,NA,NA,NA,0.00228,0.00132
DA119.SG,5072102.225831323,2937746.9728466244,200,350,500,NA,NA,NA,-0.01558,-0.00857
DA171.SG,5208340.712717478,3714792.211219003,50,350,650,NA,NA,NA,-0.03875,0.0093
Ker1.SG,6348585.202571158,2837173.5563365105,256,357,412,NA,NA,NA,0.00512,-0.03203
VK203.SG,3562090.760325268,4074928.121571094,54,361,668,NA,NA,NA,-0.02176,-0.00563
I12223,4247808.918428717,1788452.7217285687,258,364,415,(PSUAMS-5427:1700±25),1700,25,0.02564,-0.02382
HUN001,5000633.108213642,2751176.1092755888,262,392,428,NA,NA,NA,-0.03802,-0.0348
VK213.SG,4454250.93929275,3627032.4927541194,261,395,529,(AAR-23142:1666±25),1666,25,-0.02091,-0.00263
R130.SG,4529296.625939456,2090763.3020473754,300,400,500,NA,NA,NA,0.01839,-0.02589
R133.SG,4529296.625939456,2090763.3020473754,300,400,500,NA,NA,NA,0.01568,-0.02433
R134.SG,4529296.625939456,2090763.3020473754,300,400,500,NA,NA,NA,0.01551,-0.02592
R136.SG,4529296.625939456,2090763.3020473754,300,400,500,NA,NA,NA,0.01173,-0.02341
R137.SG,4529296.625939456,2090763.3020473754,300,400,500,NA,NA,NA,0.01648,-0.0239
VK522.SG,4727076.97785533,3733340.6893118275,300,400,500,NA,NA,NA,-0.02221,-3.8e-4
I3983,3109795.8521834454,1675062.9700833189,262,405,532,(PSUAMS-2081:1660±25),1660,25,0.01442,-0.00892
KRY001,7397163.225871623,4087000.1410015346,266,406,421,NA,NA,NA,-0.03667,-0.03712
MJ-19.SG,5805736.865798191,3063213.839725627,262,410,535,(Poz-:1655±30),1655,30,-0.02258,-0.01113
R31.SG,4526991.560906327,2092569.7325851652,263,410,533,(UCIAMS-213627:1655±25),1655,25,-0.01485,-6.2e-4
AED513.SG,4462243.697447559,2799874.8948699287,265,416,534,NA,NA,NA,-0.00767,-0.01221
Alh2.SG,4483361.2546990365,2832043.455464334,261,417,538,NA,NA,NA,-0.01579,-0.0048
QED-12.SG,6680091.384815386,1621694.248950261,200,425,650,NA,NA,NA,0.02084,-0.03316
AEHIb.SG,4482365.984338727,2868606.312066998,382,426,535,NA,NA,NA,0.01316,-0.01478
AED125b.SG,4462243.697447559,2799874.8948699287,383,431,536,NA,NA,NA,-0.00224,-0.01313
STR328c.SG,4509479.6724537695,2867371.041806855,404,431,536,NA,NA,NA,-0.015,-0.01887
DA27.SG,7521488.223727217,4558118.169329977,266,432,538,(UBA-31149:1641±33),1641,33,-0.03667,-0.03523
Alh1.SG,4483361.2546990365,2832043.455464334,250,450,650,NA,NA,NA,-0.02027,-0.00368
Alh3a.SG,4483361.2546990365,2832043.455464334,405,450,536,NA,NA,NA,-0.01898,-0.01
STR535.SG,4509479.6724537695,2867371.041806855,409,467,536,NA,NA,NA,0.00121,-0.01687
NW54.SG,4477670.435302819,2876365.310837569,409,468,537,NA,NA,NA,0.00287,-0.0118
I0773.SG,3645357.5441630166,3285221.834183973,406,470,542,(Beta-397732:1620±30),1620,30,-0.02278,-0.00569
Alh10.SG,4483361.2546990365,2832043.455464334,413,471,537,NA,NA,NA,-0.01833,-0.0044
BIM33.SG,4478306.815336443,2879720.8093498964,414,472,537,NA,NA,NA,-0.01384,-0.00374
STR228.SG,4509479.6724537695,2867371.041806855,418,477,538,NA,NA,NA,-0.01289,-0.0126
I0774.SG,3645357.5441630166,3285221.834183973,417,480,544,(Beta-397733:1600±30),1600,30,-0.01738,-0.00433
AED1108.SG,4462243.697447559,2799874.8948699287,421,480,538,NA,NA,NA,-0.00951,-0.02405
I3576,3077513.076266007,1697330.4513757983,421,482,541,(PSUAMS-2117:1595±25),1595,25,0.01277,-0.00632
NW255a.SG,4477670.435302819,2876365.310837569,422,482,540,NA,NA,NA,-0.02113,-0.00836
SZ27,4925381.378688983,2606382.3684530845,419,482,542,NA,NA,NA,-0.0037,-0.00916
I0777.SG,3645357.5441630166,3285221.834183973,418,484,547,(Beta-397734:1590±30),1590,30,-0.01902,-0.00305
SZ13,4925381.378688983,2606382.3684530845,424,487,550,NA,NA,NA,-0.01774,-0.00367
SZ19,4925381.378688983,2606382.3684530845,431,491,562,NA,NA,NA,0.02129,-0.01401
AED106.SG,4462243.697447559,2799874.8948699287,480,495,510,NA,NA,NA,-0.02622,-0.00454
AED204.SG,4462243.697447559,2799874.8948699287,480,495,510,NA,NA,NA,-0.02262,-0.0015
AED249.SG,4462243.697447559,2799874.8948699287,480,495,510,NA,NA,NA,-0.02107,-0.00264
AED92b.SG,4462243.697447559,2799874.8948699287,480,495,510,NA,NA,NA,-0.02099,-0.00461
STR241.SG,4509479.6724537695,2867371.041806855,480,495,510,NA,NA,NA,-0.0206,0.00328
STR316b.SG,4509479.6724537695,2867371.041806855,480,495,510,NA,NA,NA,-0.01905,-0.00256
STR393b.SG,4509479.6724537695,2867371.041806855,460,495,530,NA,NA,NA,-0.01791,-0.00321
STR486.SG,4509479.6724537695,2867371.041806855,460,495,530,NA,NA,NA,-0.02115,-0.00727
I0769.SG,3645357.5441630166,3285221.834183973,427,497,573,(Beta-397731:1560±30),1560,30,-0.0232,-0.00437
I3981,3109795.8521834454,1675062.9700833189,400,500,600,NA,NA,NA,0.01304,-0.00453
I3574,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01164,-0.00559
I3575,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01505,-0.00686
I3577,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01579,2.3e-4
I3578,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01161,-0.00354
I3579,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.00828,-0.007
I3581,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01462,-0.00593
I3582,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01423,-0.003
I3583_published,3077513.076266007,1697330.4513757983,400,500,600,NA,NA,NA,0.01889,-0.00523
R105.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,-4.7e-4,-0.00754
R106.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,-0.01219,-0.00537
R107.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,0.01195,-0.0188
R108.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,-0.00466,-0.00701
R109.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,0.00333,-0.00778
R110.SG,4527195.111526527,2091358.38832761,400,500,600,NA,NA,NA,0.00523,-0.00664
R117.SG,4512564.519698505,2075395.825104127,400,500,600,NA,NA,NA,0.01457,-0.01922
R118.SG,4512564.519698505,2075395.825104127,400,500,600,NA,NA,NA,0.00826,-0.01713
R120.SG,4512564.519698505,2075395.825104127,400,500,600,NA,NA,NA,0.0105,-0.01492
R121.SG,4512564.519698505,2075395.825104127,400,500,600,NA,NA,NA,0.00953,-0.01824
R122.SG,4512564.519698505,2075395.825104127,400,500,600,NA,NA,NA,0.01437,-0.02004
R30.SG,4526991.560906327,2092569.7325851652,300,500,700,NA,NA,NA,0.01434,-0.02254
R32.SG,4526991.560906327,2092569.7325851652,300,500,700,NA,NA,NA,0.0126,-0.01907
R33.SG,4526991.560906327,2092569.7325851652,300,500,700,NA,NA,NA,0.00574,-0.00899
R34.SG,4526991.560906327,2092569.7325851652,300,500,700,NA,NA,NA,0.0176,-0.02362
R35.SG,4528391.035983207,2090401.1748035378,400,500,600,NA,NA,NA,0.01465,-0.0209
R36.SG,4528391.035983207,2090401.1748035378,400,500,600,NA,NA,NA,0.00663,-0.01734
VK201.SG,3561887.7328390954,4075080.2475832887,404,500,596,NA,NA,NA,-0.01868,-0.00692
VK390.SG,4297535.992145513,4013313.4663712294,400,500,600,NA,NA,NA,-0.02639,-0.00162
VK391.SG,4297535.992145513,4013313.4663712294,400,500,600,NA,NA,NA,-0.02612,-0.00297
VK523.SG,4306148.981770663,4525102.720097585,1,500,1000,NA,NA,NA,-0.02673,-4.5e-4
AED1135b.SG,4462243.697447559,2799874.8948699287,480,505,530,NA,NA,NA,-0.01393,-0.00924
AED432b.SG,4462243.697447559,2799874.8948699287,480,505,530,NA,NA,NA,-0.01907,-0.00851
STR220c.SG,4509479.6724537695,2867371.041806855,480,505,530,NA,NA,NA,-0.01918,-0.00518
SZ12,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01216,-0.00128
SZ14,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01355,-0.0051
SZ16,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01956,-0.0025
SZ18,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.00339,-0.00856
SZ23,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.00961,-0.0056
SZ25,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.0146,-0.00685
SZ28,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,0.0073,-0.00502
SZ30,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.013,-0.005
SZ31,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,0.0107,-0.0118
SZ32,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,0.01057,-0.01093
SZ38,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01153,-0.00378
SZ40,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,0.01713,-0.01763
SZ41,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.0192,-0.00194
SZ42,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01202,-0.00279
SZ6,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.00425,-0.00902
SZ9,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.02028,-0.00113
SZ11.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.0192,-0.00667
SZ15.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01645,-0.00703
SZ2.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.02365,-0.00207
SZ36.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,0.00657,-0.01179
SZ3.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01026,-0.00542
SZ45.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.00532,-0.00813
SZ4.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.02294,-0.00481
SZ5.SG,4925381.378688983,2606382.3684530845,412,508,604,NA,NA,NA,-0.01081,-0.00642
AED1119.SG,4462243.697447559,2799874.8948699287,510,520,530,NA,NA,NA,-0.02212,-0.00281
STR266b.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,-0.0156,-0.0056
STR300b.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,0.0204,-0.02074
STR310.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,-6.7e-4,-0.01553
STR355c.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,-0.01886,-0.00894
STR360c.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,-0.02615,-0.00471
STR480.SG,4509479.6724537695,2867371.041806855,510,520,530,NA,NA,NA,-0.01633,-0.00455
SZ37,4925381.378688983,2606382.3684530845,434,538,593,NA,NA,NA,0.0036,-0.01253
STR248b.SG,4509479.6724537695,2867371.041806855,530,545,560,NA,NA,NA,-0.01981,-0.00993
Vim2b.SG,5208449.651921108,2468948.430189852,525,550,575,NA,NA,NA,-0.01464,-0.02148
JK1968,4950074.362489535,4483159.7753672665,300,550,800,NA,NA,NA,-0.03723,-0.00874
JK1970,4950074.362489535,4483159.7753672665,300,550,800,NA,NA,NA,-0.04006,-0.00969
JK2065,4950074.362489535,4483159.7753672665,300,550,800,NA,NA,NA,-0.02265,0.00254
QED-4.SG,6680091.384815386,1621694.248950261,434,556,641,NA,NA,NA,0.01993,-0.03422
RISE174.SG,4516594.06467086,3608692.4805417135,434,557,638,(UBA-28275:1521±38),1521,38,-0.02401,-0.00475
SZ43.SG,4925381.378688983,2606382.3684530845,438,563,633,NA,NA,NA,0.00612,-0.01328
I3980,3109795.8521834454,1675062.9700833189,482,565,602,(PSUAMS-2110:1520±20),1520,20,0.01816,-0.0104
DA237.SG,4950600.040344957,4477716.292093566,436,570,643,(UBA-32346:1508±38),1508,38,-0.04365,-0.01698
STR502b.SG,4509479.6724537695,2867371.041806855,547,584,639,NA,NA,NA,0.01286,-0.02471
AV1,4925381.378688983,2606382.3684530845,549,588,640,NA,NA,NA,-0.01775,-0.00202
BIM37b.SG,4478306.815336443,2879720.8093498964,580,600,620,NA,NA,NA,-0.01938,-0.00248
I12031,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,-0.00377,-0.00958
I12032_published,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,-0.00505,-0.00236
I12033_published,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,-0.01274,-0.00117
I12034,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,9.7e-4,0.00298
I12163,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,-0.00759,-0.0085
I12162,3724746.285437282,2129893.549106991,500,600,700,NA,NA,NA,-0.00986,-0.00451
CL121,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.01574,-0.01635
CL146,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.01879,-0.00542
CL23,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.00414,-0.00793
CL25,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.01597,-0.02137
CL30,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.01844,-0.02051
CL36,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.00844,-0.01117
CL38,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,0.0154,-0.02203
CL47,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.00268,-0.00885
CL57,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.00412,-0.00885
CL63,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.00811,-0.00183
CL87,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.00972,-0.00184
CL93,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,-0.01861,-0.00333
CL94,4130010.5845384737,2443895.426335182,580,605,630,NA,NA,NA,5e-5,-0.00528
NIEcap1,4338211.816434245,2825313.832517198,580,605,630,NA,NA,NA,-0.01797,-0.00169
NIEcap12a,4338211.816434245,2825313.832517198,580,605,630,NA,NA,NA,-0.02481,-0.01237
NIEcap3c,4338211.816434245,2825313.832517198,580,605,630,NA,NA,NA,0.00772,-0.01011
NIEcap3b,4338211.816434245,2825313.832517198,580,605,630,NA,NA,NA,0.00468,-0.01344
NIEcap12c,4338211.816434245,2825313.832517198,580,605,630,NA,NA,NA,-0.02223,-0.00425
R104.SG,4527195.111526527,2091358.38832761,602,634,658,(UCIAMS-213629:1410±25),1410,25,0.02877,0.00455
I3775,3682620.37372218,2130057.072663539,600,650,700,NA,NA,NA,0.00535,-9.8e-4
I3776,3682620.37372218,2130057.072663539,600,650,700,NA,NA,NA,0.00133,-6.7e-4
I3777,3682620.37372218,2130057.072663539,600,650,700,NA,NA,NA,-0.00148,-3.6e-4
I3866,3682620.37372218,2130057.072663539,600,650,700,NA,NA,NA,0.00126,2.1e-4
DA146.SG,7013414.834265251,2825153.0443081292,450,650,850,NA,NA,NA,-0.01682,-0.04186
DA160.SG,7013414.834265251,2825153.0443081292,450,650,850,NA,NA,NA,-0.00606,-0.03743
DA161.SG,7010084.586849913,2818957.280685967,450,650,850,NA,NA,NA,-0.01199,-0.03796
DA162.SG,7022295.300651234,2874306.9458201183,450,650,850,NA,NA,NA,-0.00667,-0.03374
I12220_published,4247808.918428717,1788452.7217285687,574,658,773,(PSUAMS-5283:1465±15);(PSUAMS-6158:1275±20),1465;1275,15;20,0.02058,-0.0175
I8343,3750073.361217858,2140423.9925117916,648,660,674,(PSUAMS-8223:1355±15),1355,15,0.00559,-0.00624
DA190.SG,6186601.213217987,3390418.663553054,610,668,773,(UBA-31237:1351±32),1351,32,-0.00668,-0.03753
VK506.SG,5038923.843267591,3958339.3779785642,653,701,773,(Hela-191:1320±30),1320,30,-0.02669,-0.00219
I0159.SG,3650139.103392884,3264211.953749321,644,711,821,(OxA-X-2565-12:1320±45),1320,45,-0.02135,-0.0035
VK296.SG,4440258.809796724,3562077.217581282,660,720,780,NA,NA,NA,-0.02204,-0.00569
RISE569.SG,4617778.110673852,3017057.6757968636,661,721,773,(Poz-84461:1300±30),1300,30,-0.01807,-0.00758
I0157.SG,3650139.103392884,3264211.953749321,667,723,773,(OxA-29574:1288±25),1288,25,-0.02278,-0.00508
I3585,3060906.4961822117,1659245.7785620587,675,736,875,(PSUAMS-2074:1250±25),1250,25,0.00785,-0.00273
VK483.SG,5038923.843267591,3958339.3779785642,674,742,877,(Beta-509632:1250±30),1250,30,-0.02289,-0.00271
RISE568.SG,4617778.110673852,3017057.6757968636,600,750,900,NA,NA,NA,-0.02598,0.0035
NO3423.SG,3585058.890863833,3448623.1652576737,600,750,900,NA,NA,NA,-0.02282,-0.00294
VK297.SG,4440258.809796724,3562077.217581282,670,750,830,NA,NA,NA,-0.02363,-5e-4
VK379.SG,4746675.2157983575,3826367.3170170942,700,750,800,NA,NA,NA,-0.02373,-0.00432
VK382.SG,4746675.2157983575,3826367.3170170942,700,750,800,NA,NA,NA,-0.01542,-0.00741
VK480.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02483,-0.00132
VK481.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02384,-7.1e-4
VK482.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02607,-0.00379
VK484.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02314,-0.00252
VK486.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02419,0.001
VK487.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02179,-0.00274
VK488.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02186,-0.00529
VK489.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02154,-0.00367
VK491.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02608,-7.2e-4
VK492.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02154,-0.00355
VK493.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02344,-7.6e-4
VK495.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02722,-0.00374
VK496.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02367,-0.0016
VK498.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02522,-0.00556
VK504.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02575,7.8e-4
VK505.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02313,-0.00388
VK508.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02598,-0.00327
VK509.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02116,-4.5e-4
VK510.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02577,4.3e-4
VK511.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02472,-0.00593
VK512.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02514,-0.00272
VK549.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02255,-0.00334
VK550.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02272,-0.00125
VK551.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02765,-0.00102
VK552.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02509,-0.00121
VK553.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02254,-7.3e-4
VK555.SG,5038923.843267591,3958339.3779785642,700,750,800,NA,NA,NA,-0.02431,-0.00117
VK329.SG,4242266.183119911,3581237.985723631,678,764,877,(AAR-20112:1244±27),1244,27,-0.01213,-0.00583
VK301.SG,4359637.124811383,3591851.7100122944,515,765,1015,NA,NA,NA,-0.01884,-0.00406
VK545.SG,3247702.8929008436,3480254.7792516514,665,765,865,NA,NA,NA,-0.01937,-0.00829
I7672,3682620.37372218,2130057.072663539,785,798,810,NA,NA,NA,-0.00105,0.00427
I7673,3682620.37372218,2130057.072663539,785,798,810,NA,NA,NA,0.00341,-0.00175
I7675,3682620.37372218,2130057.072663539,785,798,810,NA,NA,NA,0.00448,0.00269
I7676,3682620.37372218,2130057.072663539,785,798,810,NA,NA,NA,0.00167,-3e-4
VK319.SG,4359637.124811383,3591851.7100122944,700,800,900,NA,NA,NA,-0.01254,-0.00436
I0161.SG,3650139.103392884,3264211.953749321,686,804,882,(OxA-29572:1230±25),1230,25,-0.01703,-0.00268
VK325.SG,4242266.183119911,3581237.985723631,692,812,884,(AAR-20098:1223±25),1223,25,-0.02357,-7.3e-4
VK350.SG,4732127.109218915,3755839.0985091226,677,820,970,(LuSNo-10562:1210±45),1210,45,-0.00816,-0.00291
VK507.SG,5038923.843267591,3958339.3779785642,706,833,946,(Beta-509634:1200±30),1200,30,-0.02309,-0.00287
VK554.SG,5038923.843267591,3958339.3779785642,706,833,949,(Ua-50746:1199±32),1199,32,-0.02858,-0.0026
VK208.SG,3562090.760325268,4074928.121571094,650,838,1026,NA,NA,NA,-0.02214,-0.00823
VK349.SG,4717194.349238494,3723943.717160426,690,841,976,(LuSNo-10557:1190±45),1190,45,-0.01724,-0.00573
